county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,
Warrick,OHIO 01,IN Supreme Court-Massa,,,Yes,482,17,284,185,
Warrick,OHIO 01,IN Supreme Court-Massa,,,No,164,17,100,47,
Warrick,OHIO 01,IN Supreme Court-Molter,,,Yes,489,15,290,184,
Warrick,OHIO 01,IN Supreme Court-Molter,,,No,158,15,95,48,
Warrick,OHIO 01,Court of Appeals Dist 1-Foley,,,Yes,486,18,286,185,
Warrick,OHIO 01,Court of Appeals Dist 1-Foley,,,No,151,14,92,45,
Warrick,OHIO 01,Court of Appeals Dist 4-Pyle III,,,Yes,493,18,290,185,
Warrick,OHIO 01,Court of Appeals Dist 4-Pyle III,,,No,151,11,93,47,
Warrick,OHIO 02,Registered Voters,,,,997,,,,
Warrick,OHIO 02,Ballots Cast,,,,702,45,462,195,
Warrick,OHIO 02,Public Question-Const Amendment,,,Yes,319,24,202,93,
Warrick,OHIO 02,Public Question-Const Amendment,,,No,296,14,197,85,
Warrick,OHIO 02,President,,REP,Donald J. Trump,454,25,292,136,
Warrick,OHIO 02,President,,DEM,Kamala D. Harris,232,19,165,50,
Warrick,OHIO 02,President,,LIB,Chase Oliver,2,0,1,1,
Warrick,OHIO 02,President,,WTP,Robert F. Kennedy Jr.,6,1,3,2,
Warrick,OHIO 02,President,,,Write-In,3,0,0,3,
Warrick,OHIO 02,U.S. Senate,,REP,Jim Banks,451,27,287,137,
Warrick,OHIO 02,U.S. Senate,,DEM,Valerie McCray,201,16,147,38,
Warrick,OHIO 02,U.S. Senate,,LIB,Andrew Horning,9,1,3,5,
Warrick,OHIO 02,Governor,,REP,Mike Braun,443,22,289,132,
Warrick,OHIO 02,Governor,,DEM,Jennifer G. McCormick,213,18,147,48,
Warrick,OHIO 02,Governor,,LIB,Donald Rainwater II,15,1,9,3,
Warrick,OHIO 02,Governor,,,Write-In,1,0,1,0,
Warrick,OHIO 02,Attorney General,,REP,Todd Rokita,471,28,304,139,
Warrick,OHIO 02,Attorney General,,DEM,Destiny Wells,202,17,140,45,
Warrick,OHIO 02,U.S. House,8,REP,Mark Messmer,466,25,297,144,
Warrick,OHIO 02,U.S. House,8,DEM,Erik Hurt,207,18,148,41,
Warrick,OHIO 02,U.S. House,8,LIB,S. Richard Fitzlaff,7,0,2,5,
Warrick,OHIO 02,State Senate,50,REP,Vaneta Becker,514,36,339,141,
Warrick,OHIO 02,State Senate,50,IND,John Woodard,87,3,55,29,
Warrick,OHIO 02,State House,75,REP,Stephen Ledbetter,533,31,345,157,
Warrick,OHIO 02,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,533,30,344,159,
Warrick,OHIO 02,Judge Superior Court No. 2,,REP,Brett Michael Roy,536,30,351,155,
Warrick,OHIO 02,Clerk Of The Circuit Court,,REP,Mike Wilson,532,29,347,156,
Warrick,OHIO 02,County Recorder,,REP,Patricia (Patty) Perry,536,31,350,155,
Warrick,OHIO 02,County Treasurer,,REP,Tabitha Heilman,532,30,345,157,
Warrick,OHIO 02,County Coroner,,REP,Alissa (Salee) Enright,526,30,341,155,
Warrick,OHIO 02,County Surveyor,,REP,Dennis Witzbacher,528,30,342,156,
Warrick,OHIO 02,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,440,25,281,133,
Warrick,OHIO 02,County Commissioner Dist 1,,DEM,John T. Mattingly,226,17,161,48,
Warrick,OHIO 02,County Commissioner Dist 3,,REP,Stacey Franz,449,25,292,132,
Warrick,OHIO 02,County Commissioner Dist 3,,DEM,Trent Curtis,214,17,149,48,
Warrick,OHIO 02,County Council At-Large,,REP,Ron Bacon,445,29,293,123,
Warrick,OHIO 02,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,405,26,275,109,
Warrick,OHIO 02,County Council At-Large,,REP,Brad Overton,405,26,270,109,
Warrick,OHIO 02,County Council At-Large,,DEM,Mason Barclay,223,19,148,56,
Warrick,OHIO 02,Warrick County School Board,,NP,Lynda G. Glover,226,12,161,52,
Warrick,OHIO 02,Warrick County School Board,,NP,Robert (Bobby) Howard,95,4,63,28,
Warrick,OHIO 02,Warrick County School Board,,NP,Brenda K. Metzger,226,14,142,70,
Warrick,OHIO 02,Warrick County School Board,,NP,Tim Mosbey,295,21,184,90,
Warrick,OHIO 02,Warrick County School Board,,NP,James (Jim) Post,247,12,172,63,
Warrick,OHIO 02,Warrick County School Board,,NP,Andrew E. Skinner,316,13,201,102,
Warrick,OHIO 02,IN Supreme Court-Rush,,,Yes,389,21,261,107,
Warrick,OHIO 02,IN Supreme Court-Rush,,,No,120,9,76,35,
Warrick,OHIO 02,IN Supreme Court-Massa,,,Yes,389,24,256,110,
Warrick,OHIO 02,IN Supreme Court-Massa,,,No,117,10,77,30,
Warrick,OHIO 02,IN Supreme Court-Molter,,,Yes,379,23,251,105,
Warrick,OHIO 02,IN Supreme Court-Molter,,,No,123,10,79,34,
Warrick,OHIO 02,Court of Appeals Dist 1-Foley,,,Yes,389,24,260,105,
Warrick,OHIO 02,Court of Appeals Dist 1-Foley,,,No,108,7,67,34,
Warrick,OHIO 02,Court of Appeals Dist 4-Pyle III,,,Yes,382,24,251,107,
Warrick,OHIO 02,Court of Appeals Dist 4-Pyle III,,,No,116,7,77,32,
Warrick,OHIO 03,Registered Voters,,,,642,,,,
Warrick,OHIO 03,Ballots Cast,,,,449,36,262,151,
Warrick,OHIO 03,Public Question-Const Amendment,,,Yes,210,3,130,77,
Warrick,OHIO 03,Public Question-Const Amendment,,,No,176,16,99,61,
Warrick,OHIO 03,President,,REP,Donald J. Trump,258,12,160,86,
Warrick,OHIO 03,President,,DEM,Kamala D. Harris,184,23,101,60,
Warrick,OHIO 03,President,,LIB,Chase Oliver,2,0,2,0,
Warrick,OHIO 03,President,,WTP,Robert F. Kennedy Jr.,2,0,0,2,
Warrick,OHIO 03,President,,,Write-In,1,0,1,0,
Warrick,OHIO 03,U.S. Senate,,REP,Jim Banks,253,14,157,82,
Warrick,OHIO 03,U.S. Senate,,DEM,Valerie McCray,164,18,93,53,
Warrick,OHIO 03,U.S. Senate,,LIB,Andrew Horning,6,2,0,4,
Warrick,OHIO 03,Governor,,REP,Mike Braun,238,11,149,78,
Warrick,OHIO 03,Governor,,DEM,Jennifer G. McCormick,179,18,101,60,
Warrick,OHIO 03,Governor,,LIB,Donald Rainwater II,11,0,5,3,
Warrick,OHIO 03,Attorney General,,REP,Todd Rokita,262,12,162,88,
Warrick,OHIO 03,Attorney General,,DEM,Destiny Wells,167,18,93,56,
Warrick,OHIO 03,U.S. House,8,REP,Mark Messmer,249,12,154,83,
Warrick,OHIO 03,U.S. House,8,DEM,Erik Hurt,168,19,95,54,
Warrick,OHIO 03,U.S. House,8,LIB,S. Richard Fitzlaff,11,1,7,3,
Warrick,OHIO 03,State Senate,50,REP,Vaneta Becker,299,15,180,103,
Warrick,OHIO 03,State Senate,50,IND,John Woodard,69,5,36,28,
Warrick,OHIO 03,State House,75,REP,Stephen Ledbetter,321,16,190,115,
Warrick,OHIO 03,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,320,16,187,117,
Warrick,OHIO 03,Judge Superior Court No. 2,,REP,Brett Michael Roy,321,16,190,115,
Warrick,OHIO 03,Clerk Of The Circuit Court,,REP,Mike Wilson,321,15,189,116,
Warrick,OHIO 03,County Recorder,,REP,Patricia (Patty) Perry,318,15,189,114,
Warrick,OHIO 03,County Treasurer,,REP,Tabitha Heilman,310,15,184,111,
Warrick,OHIO 03,County Coroner,,REP,Alissa (Salee) Enright,315,15,187,113,
Warrick,OHIO 03,County Surveyor,,REP,Dennis Witzbacher,317,15,190,112,
Warrick,OHIO 03,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,254,15,153,86,
Warrick,OHIO 03,County Commissioner Dist 1,,DEM,John T. Mattingly,169,14,101,54,
Warrick,OHIO 03,County Commissioner Dist 3,,REP,Stacey Franz,251,14,153,84,
Warrick,OHIO 03,County Commissioner Dist 3,,DEM,Trent Curtis,169,15,98,56,
Warrick,OHIO 03,County Council At-Large,,REP,Ron Bacon,227,7,140,80,
Warrick,OHIO 03,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,217,9,140,61,
Warrick,OHIO 03,County Council At-Large,,REP,Brad Overton,217,9,132,76,
Warrick,OHIO 03,County Council At-Large,,DEM,Mason Barclay,166,11,94,61,
Warrick,OHIO 03,Warrick County School Board,,NP,Lynda G. Glover,141,11,79,51,
Warrick,OHIO 03,Warrick County School Board,,NP,Robert (Bobby) Howard,78,4,44,30,
Warrick,OHIO 03,Warrick County School Board,,NP,Brenda K. Metzger,159,10,90,59,
Warrick,OHIO 03,Warrick County School Board,,NP,Tim Mosbey,159,12,86,63,
Warrick,OHIO 03,Warrick County School Board,,NP,James (Jim) Post,163,10,103,53,
Warrick,OHIO 03,Warrick County School Board,,NP,Andrew E. Skinner,194,11,106,77,
Warrick,OHIO 03,IN Supreme Court-Rush,,,Yes,230,13,134,83,
Warrick,OHIO 03,IN Supreme Court-Rush,,,No,88,6,52,30,
Warrick,OHIO 03,IN Supreme Court-Massa,,,Yes,216,8,129,78,
Warrick,OHIO 03,IN Supreme Court-Massa,,,No,97,9,54,34,
Warrick,OHIO 03,IN Supreme Court-Molter,,,Yes,219,13,131,78,
Warrick,OHIO 03,IN Supreme Court-Molter,,,No,96,8,55,33,
Warrick,OHIO 03,Court of Appeals Dist 1-Foley,,,Yes,225,11,133,81,
Warrick,OHIO 03,Court of Appeals Dist 1-Foley,,,No,85,6,50,29,
Warrick,OHIO 03,Court of Appeals Dist 4-Pyle III,,,Yes,228,13,130,85,
Warrick,OHIO 03,Court of Appeals Dist 4-Pyle III,,,No,85,5,55,25,
Warrick,OHIO 04,Registered Voters,,,,619,,,,
Warrick,OHIO 04,Ballots Cast,,,,443,35,303,105,
Warrick,OHIO 04,Public Question-Const Amendment,,,Yes,215,9,151,55,
Warrick,OHIO 04,Public Question-Const Amendment,,,No,165,12,123,30,
Warrick,OHIO 04,President,,REP,Donald J. Trump,233,19,163,60,
Warrick,OHIO 04,President,,DEM,Kamala D. Harris,176,15,120,37,
Warrick,OHIO 04,President,,LIB,Chase Oliver,3,0,1,2,
Warrick,OHIO 04,President,,WTP,Robert F. Kennedy Jr.,5,1,1,3,
Warrick,OHIO 04,President,,,Write-In,5,0,3,2,
Warrick,OHIO 04,U.S. Senate,,REP,Jim Banks,238,9,169,60,
Warrick,OHIO 04,U.S. Senate,,DEM,Valerie McCray,175,25,116,34,
Warrick,OHIO 04,U.S. Senate,,LIB,Andrew Horning,9,0,6,3,
Warrick,OHIO 04,Governor,,REP,Mike Braun,230,10,164,57,
Warrick,OHIO 04,Governor,,DEM,Jennifer G. McCormick,184,24,124,36,
Warrick,OHIO 04,Governor,,LIB,Donald Rainwater II,8,1,1,6,
Warrick,OHIO 04,Attorney General,,REP,Todd Rokita,249,13,175,61,
Warrick,OHIO 04,Attorney General,,DEM,Destiny Wells,176,19,120,37,
Warrick,OHIO 04,U.S. House,8,REP,Mark Messmer,253,10,181,62,
Warrick,OHIO 04,U.S. House,8,DEM,Erik Hurt,166,24,111,31,
Warrick,OHIO 04,U.S. House,8,LIB,S. Richard Fitzlaff,6,0,3,3,
Warrick,OHIO 04,State Senate,50,REP,Vaneta Becker,309,19,215,75,
Warrick,OHIO 04,State Senate,50,IND,John Woodard,61,3,43,15,
Warrick,OHIO 04,State House,78,REP,Tim O'Brien,309,18,212,79,
Warrick,OHIO 04,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,319,18,218,83,
Warrick,OHIO 04,Judge Superior Court No. 2,,REP,Brett Michael Roy,310,19,211,80,
Warrick,OHIO 04,Clerk Of The Circuit Court,,REP,Mike Wilson,308,18,210,80,
Warrick,OHIO 04,County Recorder,,REP,Patricia (Patty) Perry,312,17,215,80,
Warrick,OHIO 04,County Treasurer,,REP,Tabitha Heilman,304,18,208,78,
Warrick,OHIO 04,County Coroner,,REP,Alissa (Salee) Enright,308,18,209,81,
Warrick,OHIO 04,County Surveyor,,REP,Dennis Witzbacher,305,16,208,81,
Warrick,OHIO 04,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,236,18,159,63,
Warrick,OHIO 04,County Commissioner Dist 1,,DEM,John T. Mattingly,187,17,136,34,
Warrick,OHIO 04,County Commissioner Dist 3,,REP,Stacey Franz,243,11,169,63,
Warrick,OHIO 04,County Commissioner Dist 3,,DEM,Trent Curtis,174,20,122,32,
Warrick,OHIO 04,County Council At-Large,,REP,Ron Bacon,217,9,154,54,
Warrick,OHIO 04,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,211,7,166,38,
Warrick,OHIO 04,County Council At-Large,,REP,Brad Overton,211,12,163,36,
Warrick,OHIO 04,County Council At-Large,,DEM,Mason Barclay,166,12,118,36,
Warrick,OHIO 04,Warrick County School Board,,NP,Lynda G. Glover,159,2,110,42,
Warrick,OHIO 04,Warrick County School Board,,NP,Robert (Bobby) Howard,64,2,44,18,
Warrick,OHIO 04,Warrick County School Board,,NP,Brenda K. Metzger,150,7,121,22,
Warrick,OHIO 04,Warrick County School Board,,NP,Tim Mosbey,160,6,115,39,
Warrick,OHIO 04,Warrick County School Board,,NP,James (Jim) Post,150,9,106,35,
Warrick,OHIO 04,Warrick County School Board,,NP,Andrew E. Skinner,178,7,126,45,
Warrick,OHIO 04,IN Supreme Court-Rush,,,Yes,244,16,170,58,
Warrick,OHIO 04,IN Supreme Court-Rush,,,No,78,3,59,16,
Warrick,OHIO 04,IN Supreme Court-Massa,,,Yes,225,11,155,59,
Warrick,OHIO 04,IN Supreme Court-Massa,,,No,95,7,70,18,
Warrick,OHIO 04,IN Supreme Court-Molter,,,Yes,230,16,161,57,
Warrick,OHIO 04,IN Supreme Court-Molter,,,No,90,5,65,20,
Warrick,OHIO 04,Court of Appeals Dist 1-Foley,,,Yes,236,13,165,58,
Warrick,OHIO 04,Court of Appeals Dist 1-Foley,,,No,82,5,57,20,
Warrick,OHIO 04,Court of Appeals Dist 4-Pyle III,,,Yes,231,12,164,55,
Warrick,OHIO 04,Court of Appeals Dist 4-Pyle III,,,No,89,6,62,21,
Warrick,OHIO 05,Registered Voters,,,,970,,,,
Warrick,OHIO 05,Ballots Cast,,,,573,30,295,248,
Warrick,OHIO 05,Public Question-Const Amendment,,,Yes,262,9,133,120,
Warrick,OHIO 05,Public Question-Const Amendment,,,No,233,11,127,95,
Warrick,OHIO 05,President,,REP,Donald J. Trump,339,9,176,154,
Warrick,OHIO 05,President,,DEM,Kamala D. Harris,206,21,113,86,
Warrick,OHIO 05,President,,LIB,Chase Oliver,5,0,2,3,
Warrick,OHIO 05,President,,WTP,Robert F. Kennedy Jr.,4,0,1,3,
Warrick,OHIO 05,President,,,Write-In,2,0,2,0,
Warrick,OHIO 05,U.S. Senate,,REP,Jim Banks,319,8,166,144,
Warrick,OHIO 05,U.S. Senate,,DEM,Valerie McCray,206,18,106,82,
Warrick,OHIO 05,U.S. Senate,,LIB,Andrew Horning,11,3,0,8,
Warrick,OHIO 05,Governor,,REP,Mike Braun,313,17,167,137,
Warrick,OHIO 05,Governor,,DEM,Jennifer G. McCormick,209,17,104,88,
Warrick,OHIO 05,Governor,,LIB,Donald Rainwater II,18,0,10,8,
Warrick,OHIO 05,Attorney General,,REP,Todd Rokita,330,10,175,145,
Warrick,OHIO 05,Attorney General,,DEM,Destiny Wells,215,16,109,90,
Warrick,OHIO 05,U.S. House,8,REP,Mark Messmer,329,9,177,143,
Warrick,OHIO 05,U.S. House,8,DEM,Erik Hurt,207,19,103,85,
Warrick,OHIO 05,U.S. House,8,LIB,S. Richard Fitzlaff,13,0,2,11,
Warrick,OHIO 05,State Senate,50,REP,Vaneta Becker,367,12,198,157,
Warrick,OHIO 05,State Senate,50,IND,John Woodard,101,5,50,46,
Warrick,OHIO 05,State House,75,REP,Stephen Ledbetter,409,11,213,185,
Warrick,OHIO 05,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,400,10,206,184,
Warrick,OHIO 05,Judge Superior Court No. 2,,REP,Brett Michael Roy,408,11,209,188,
Warrick,OHIO 05,Clerk Of The Circuit Court,,REP,Mike Wilson,396,10,201,185,
Warrick,OHIO 05,County Recorder,,REP,Patricia (Patty) Perry,402,10,203,189,
Warrick,OHIO 05,County Treasurer,,REP,Tabitha Heilman,401,10,202,189,
Warrick,OHIO 05,County Coroner,,REP,Alissa (Salee) Enright,399,10,201,188,
Warrick,OHIO 05,County Surveyor,,REP,Dennis Witzbacher,399,10,200,189,
Warrick,OHIO 05,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,331,18,181,142,
Warrick,OHIO 05,County Commissioner Dist 1,,DEM,John T. Mattingly,213,18,101,94,
Warrick,OHIO 05,County Commissioner Dist 3,,REP,Stacey Franz,332,16,178,143,
Warrick,OHIO 05,County Commissioner Dist 3,,DEM,Trent Curtis,208,18,101,89,
Warrick,OHIO 05,County Council At-Large,,REP,Ron Bacon,305,10,161,134,
Warrick,OHIO 05,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,272,12,146,114,
Warrick,OHIO 05,County Council At-Large,,REP,Brad Overton,296,8,139,149,
Warrick,OHIO 05,County Council At-Large,,DEM,Mason Barclay,199,12,96,91,
Warrick,OHIO 05,Warrick County School Board,,NP,Lynda G. Glover,186,12,104,70,
Warrick,OHIO 05,Warrick County School Board,,NP,Robert (Bobby) Howard,90,3,50,37,
Warrick,OHIO 05,Warrick County School Board,,NP,Brenda K. Metzger,186,10,90,86,
Warrick,OHIO 05,Warrick County School Board,,NP,Tim Mosbey,224,11,101,112,
Warrick,OHIO 05,Warrick County School Board,,NP,James (Jim) Post,177,7,100,70,
Warrick,OHIO 05,Warrick County School Board,,NP,Andrew E. Skinner,224,7,119,98,
Warrick,OHIO 05,IN Supreme Court-Rush,,,Yes,307,12,162,133,
Warrick,OHIO 05,IN Supreme Court-Rush,,,No,101,2,52,42,
Warrick,OHIO 05,IN Supreme Court-Massa,,,Yes,302,8,156,138,
Warrick,OHIO 05,IN Supreme Court-Massa,,,No,102,7,57,38,
Warrick,OHIO 05,IN Supreme Court-Molter,,,Yes,300,6,154,135,
Warrick,OHIO 05,IN Supreme Court-Molter,,,No,102,6,55,41,
Warrick,OHIO 05,Court of Appeals Dist 1-Foley,,,Yes,296,11,152,133,
Warrick,OHIO 05,Court of Appeals Dist 1-Foley,,,No,97,6,51,41,
Warrick,OHIO 05,Court of Appeals Dist 4-Pyle III,,,Yes,289,9,146,134,
Warrick,OHIO 05,Court of Appeals Dist 4-Pyle III,,,No,102,6,55,41,
Warrick,OHIO 06,Registered Voters,,,,557,,,,
Warrick,OHIO 06,Ballots Cast,,,,401,18,169,214,
Warrick,OHIO 06,Public Question-Const Amendment,,,Yes,175,4,78,92,
Warrick,OHIO 06,Public Question-Const Amendment,,,No,163,5,66,92,
Warrick,OHIO 06,President,,REP,Donald J. Trump,280,11,119,150,
Warrick,OHIO 06,President,,DEM,Kamala D. Harris,110,5,50,58,
Warrick,OHIO 06,President,,LIB,Chase Oliver,3,0,0,3,
Warrick,OHIO 06,President,,WTP,Robert F. Kennedy Jr.,3,0,0,3,
Warrick,OHIO 06,President,,,Write-In,1,0,1,0,
Warrick,OHIO 06,U.S. Senate,,REP,Jim Banks,250,11,116,123,
Warrick,OHIO 06,U.S. Senate,,DEM,Valerie McCray,111,5,42,64,
Warrick,OHIO 06,U.S. Senate,,LIB,Andrew Horning,10,0,4,6,
Warrick,OHIO 06,Governor,,REP,Mike Braun,239,13,110,116,
Warrick,OHIO 06,Governor,,DEM,Jennifer G. McCormick,120,5,46,69,
Warrick,OHIO 06,Governor,,LIB,Donald Rainwater II,19,0,7,12,
Warrick,OHIO 06,Attorney General,,REP,Todd Rokita,267,12,120,135,
Warrick,OHIO 06,Attorney General,,DEM,Destiny Wells,110,6,43,61,
Warrick,OHIO 06,U.S. House,8,REP,Mark Messmer,265,13,120,132,
Warrick,OHIO 06,U.S. House,8,DEM,Erik Hurt,103,5,41,57,
Warrick,OHIO 06,U.S. House,8,LIB,S. Richard Fitzlaff,9,0,0,9,
Warrick,OHIO 06,State Senate,50,REP,Vaneta Becker,297,14,131,152,
Warrick,OHIO 06,State Senate,50,IND,John Woodard,52,0,21,31,
Warrick,OHIO 06,State House,75,REP,Stephen Ledbetter,305,15,133,157,
Warrick,OHIO 06,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,308,13,135,160,
Warrick,OHIO 06,Judge Superior Court No. 2,,REP,Brett Michael Roy,307,12,134,161,
Warrick,OHIO 06,Clerk Of The Circuit Court,,REP,Mike Wilson,304,14,132,158,
Warrick,OHIO 06,County Recorder,,REP,Patricia (Patty) Perry,308,14,129,165,
Warrick,OHIO 06,County Treasurer,,REP,Tabitha Heilman,298,14,131,153,
Warrick,OHIO 06,County Coroner,,REP,Alissa (Salee) Enright,307,13,137,157,
Warrick,OHIO 06,County Surveyor,,REP,Dennis Witzbacher,310,14,134,162,
Warrick,OHIO 06,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,274,13,123,138,
Warrick,OHIO 06,County Commissioner Dist 1,,DEM,John T. Mattingly,104,4,40,60,
Warrick,OHIO 06,County Commissioner Dist 3,,REP,Stacey Franz,254,13,115,126,
Warrick,OHIO 06,County Commissioner Dist 3,,DEM,Trent Curtis,115,3,47,65,
Warrick,OHIO 06,Town Clerk-Treasurer Chandler,,DEM,Brian D. Pace,109,6,36,67,
Warrick,OHIO 06,Town Council At-Lg Chandler,,REP,Sandra Eller,118,8,41,68,
Warrick,OHIO 06,Town Council At-Lg Chandler,,DEM,Sandra D. Elder,72,6,26,40,
Warrick,OHIO 06,Town Council Dist 1 Chandler,,DEM,Chris Tords,83,6,30,47,
Warrick,OHIO 06,Town Council Dist 1 Chandler,,IND,Samantha Pate,65,4,18,43,
Warrick,OHIO 06,Town Council Dist 3 Chandler,,REP,Tonya Wester,98,0,37,52,
Warrick,OHIO 06,Town Council Dist 3 Chandler,,IND,Brittany Daugherty,80,4,23,51,
Warrick,OHIO 06,County Council At-Large,,REP,Ron Bacon,224,4,96,124,
Warrick,OHIO 06,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,201,6,95,100,
Warrick,OHIO 06,County Council At-Large,,REP,Brad Overton,201,6,95,100,
Warrick,OHIO 06,County Council At-Large,,DEM,Mason Barclay,125,4,51,70,
Warrick,OHIO 06,Warrick County School Board,,NP,Lynda G. Glover,108,5,48,56,
Warrick,OHIO 06,Warrick County School Board,,NP,Robert (Bobby) Howard,108,7,46,55,
Warrick,OHIO 06,Warrick County School Board,,NP,Brenda K. Metzger,143,5,55,83,
Warrick,OHIO 06,Warrick County School Board,,NP,Tim Mosbey,224,7,96,121,
Warrick,OHIO 06,Warrick County School Board,,NP,James (Jim) Post,116,5,51,60,
Warrick,OHIO 06,Warrick County School Board,,NP,Andrew E. Skinner,118,3,63,52,
Warrick,OHIO 06,IN Supreme Court-Rush,,,Yes,215,9,93,116,
Warrick,OHIO 06,IN Supreme Court-Rush,,,No,76,2,34,40,
Warrick,OHIO 06,IN Supreme Court-Massa,,,Yes,205,4,92,109,
Warrick,OHIO 06,IN Supreme Court-Massa,,,No,77,3,32,42,
Warrick,OHIO 06,IN Supreme Court-Molter,,,Yes,204,2,87,111,
Warrick,OHIO 06,IN Supreme Court-Molter,,,No,77,1,34,42,
Warrick,OHIO 06,Court of Appeals Dist 1-Foley,,,Yes,197,0,84,106,
Warrick,OHIO 06,Court of Appeals Dist 1-Foley,,,No,78,0,35,43,
Warrick,OHIO 06,Court of Appeals Dist 4-Pyle III,,,Yes,197,2,84,108,
Warrick,OHIO 06,Court of Appeals Dist 4-Pyle III,,,No,80,2,36,42,
Warrick,OHIO 07,Registered Voters,,,,533,,,,
Warrick,OHIO 07,Ballots Cast,,,,322,10,135,177,
Warrick,OHIO 07,Public Question-Const Amendment,,,Yes,158,2,61,95,
Warrick,OHIO 07,Public Question-Const Amendment,,,No,122,6,60,56,
Warrick,OHIO 07,President,,REP,Donald J. Trump,209,3,82,124,
Warrick,OHIO 07,President,,DEM,Kamala D. Harris,108,7,52,48,
Warrick,OHIO 07,President,,LIB,Chase Oliver,1,0,1,0,
Warrick,OHIO 07,President,,WTP,Robert F. Kennedy Jr.,3,0,1,2,
Warrick,OHIO 07,U.S. Senate,,REP,Jim Banks,194,3,77,114,
Warrick,OHIO 07,U.S. Senate,,DEM,Valerie McCray,104,7,52,45,
Warrick,OHIO 07,U.S. Senate,,LIB,Andrew Horning,8,0,2,6,
Warrick,OHIO 07,Governor,,REP,Mike Braun,183,3,75,105,
Warrick,OHIO 07,Governor,,DEM,Jennifer G. McCormick,110,7,54,49,
Warrick,OHIO 07,Governor,,LIB,Donald Rainwater II,12,0,2,10,
Warrick,OHIO 07,Attorney General,,REP,Todd Rokita,202,3,79,120,
Warrick,OHIO 07,Attorney General,,DEM,Destiny Wells,108,7,52,49,
Warrick,OHIO 07,U.S. House,8,REP,Mark Messmer,199,2,80,117,
Warrick,OHIO 07,U.S. House,8,DEM,Erik Hurt,102,7,51,44,
Warrick,OHIO 07,U.S. House,8,LIB,S. Richard Fitzlaff,11,1,2,8,
Warrick,OHIO 07,State Senate,50,REP,Vaneta Becker,216,5,87,123,
Warrick,OHIO 07,State Senate,50,IND,John Woodard,59,4,25,30,
Warrick,OHIO 07,State House,75,REP,Stephen Ledbetter,243,5,95,143,
Warrick,OHIO 07,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,241,5,94,142,
Warrick,OHIO 07,Judge Superior Court No. 2,,REP,Brett Michael Roy,243,5,97,141,
Warrick,OHIO 07,Clerk Of The Circuit Court,,REP,Mike Wilson,242,5,93,144,
Warrick,OHIO 07,County Recorder,,REP,Patricia (Patty) Perry,243,5,96,142,
Warrick,OHIO 07,County Treasurer,,REP,Tabitha Heilman,234,5,93,136,
Warrick,OHIO 07,County Coroner,,REP,Alissa (Salee) Enright,237,5,95,137,
Warrick,OHIO 07,County Surveyor,,REP,Dennis Witzbacher,236,5,92,139,
Warrick,OHIO 07,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,204,5,78,123,
