candidate,office,district,party,county,precinct,registered_voters,machine_votes,absentee_votes,provisional_votes
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 14,1241,103,20,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 14,1241,122,14,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 14,1241,163,21,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 14,1241,274,42,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 14,1241,102,18,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 14,1241,281,47,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 14,1241,90,14,0
Yes,Public Question,,,Warrick,Ohio 28,890,235,52,0
No,Public Question,,,Warrick,Ohio 28,890,86,11,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 28,890,249,48,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 28,890,139,38,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 28,890,10,3,0
Write-In,U.S. Senate,,,Warrick,Ohio 28,890,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 28,890,267,50,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 28,890,119,36,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 28,890,10,1,0
Write-In,Secretary of State,,,Warrick,Ohio 28,890,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 28,890,267,47,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 28,890,115,38,0
John Schick,Auditor of State,,L,Warrick,Ohio 28,890,10,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 28,890,281,50,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 28,890,113,35,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 28,890,275,52,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 28,890,123,37,0
Write-In,U.S. House,8,,Warrick,Ohio 28,890,0,0,0
Holli Sullivan,State House,78,R,Warrick,Ohio 28,890,323,58,0
No Candidate Filed,State House,78,D,Warrick,Ohio 28,890,0,0,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 28,890,326,57,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 28,890,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 28,890,330,57,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 28,890,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 28,890,322,56,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 28,890,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 28,890,274,47,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 28,890,112,38,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 28,890,324,57,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 28,890,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 28,890,317,56,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 28,890,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 28,890,267,48,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 28,890,119,35,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 28,890,313,58,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 28,890,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 28,890,280,53,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 28,890,115,35,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 28,890,244,42,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 28,890,221,39,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 28,890,225,35,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 28,890,103,29,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 28,890,102,27,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 28,890,108,29,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 28,890,80,15,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 28,890,97,25,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 28,890,146,31,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 28,890,73,26,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 28,890,154,12,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 28,890,51,16,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 28,890,92,16,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 28,890,167,21,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 28,890,73,17,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 28,890,137,24,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 28,890,253,49,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 28,890,64,16,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 28,890,258,44,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 28,890,60,22,0
Yes,Public Question,,,Warrick,Ohio 29,946,274,76,0
No,Public Question,,,Warrick,Ohio 29,946,72,38,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 29,946,265,72,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 29,946,115,73,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 29,946,4,2,0
Write-In,U.S. Senate,,,Warrick,Ohio 29,946,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 29,946,275,74,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 29,946,98,69,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 29,946,6,5,0
Write-In,Secretary of State,,,Warrick,Ohio 29,946,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 29,946,273,73,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 29,946,96,68,0
John Schick,Auditor of State,,L,Warrick,Ohio 29,946,5,6,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 29,946,285,78,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 29,946,93,67,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 29,946,289,78,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 29,946,95,70,0
Write-In,U.S. House,8,,Warrick,Ohio 29,946,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 29,946,277,74,0
John Hurley,State House,75,D,Warrick,Ohio 29,946,105,73,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 29,946,331,98,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 29,946,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 29,946,330,99,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 29,946,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 29,946,322,94,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 29,946,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 29,946,281,78,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 29,946,92,67,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 29,946,326,96,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 29,946,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 29,946,323,95,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 29,946,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 29,946,270,78,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 29,946,104,68,0
Richard A. Reid,County Council,2,R,Warrick,Ohio 29,946,275,78,0
Christopher Weyer,County Council,2,D,Warrick,Ohio 29,946,98,69,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 29,946,280,80,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 29,946,97,64,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 29,946,240,64,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 29,946,245,65,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 29,946,232,62,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 29,946,106,55,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 29,946,83,56,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 29,946,86,53,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 29,946,112,23,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 29,946,108,33,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 29,946,139,47,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 29,946,97,22,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 29,946,79,31,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 29,946,78,22,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 29,946,114,36,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 29,946,93,30,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 29,946,104,37,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 29,946,134,51,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 29,946,255,71,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 29,946,52,35,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 29,946,253,71,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 29,946,51,35,0
Yes,Public Question,,,Warrick,Ohio 15,1019,162,58,0
No,Public Question,,,Warrick,Ohio 15,1019,91,18,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 15,1019,210,55,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 15,1019,166,35,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 15,1019,8,4,0
Write-In,U.S. Senate,,,Warrick,Ohio 15,1019,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 15,1019,221,57,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 15,1019,143,36,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 15,1019,14,1,0
Write-In,Secretary of State,,,Warrick,Ohio 15,1019,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 15,1019,223,57,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 15,1019,140,36,0
John Schick,Auditor of State,,L,Warrick,Ohio 15,1019,14,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 15,1019,239,56,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 15,1019,137,38,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 15,1019,237,57,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 15,1019,145,35,0
Write-In,U.S. House,8,,Warrick,Ohio 15,1019,0,1,0
Ron Bacon,State House,75,R,Warrick,Ohio 15,1019,232,59,0
John Hurley,State House,75,D,Warrick,Ohio 15,1019,151,34,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 15,1019,304,63,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 15,1019,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 15,1019,304,62,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 15,1019,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 15,1019,300,62,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 15,1019,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 15,1019,224,58,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 15,1019,152,36,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 15,1019,306,63,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 15,1019,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 15,1019,302,64,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 15,1019,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 15,1019,225,53,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 15,1019,151,41,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 15,1019,302,64,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 15,1019,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 15,1019,232,54,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 15,1019,142,40,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 15,1019,199,48,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 15,1019,182,48,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 15,1019,185,44,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 15,1019,107,27,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 15,1019,119,30,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 15,1019,112,29,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 15,1019,100,23,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 15,1019,113,31,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 15,1019,134,32,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 15,1019,94,22,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 15,1019,75,17,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 15,1019,66,20,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 15,1019,130,26,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 15,1019,84,21,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 15,1019,102,29,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 15,1019,138,29,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 15,1019,230,59,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 15,1019,57,13,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 15,1019,232,61,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 15,1019,53,13,0
Yes,Public Question,,,Warrick,Ohio 1,1207,272,137,0
No,Public Question,,,Warrick,Ohio 1,1207,116,44,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 1,1207,287,129,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 1,1207,170,75,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 1,1207,16,7,0
Write-In,U.S. Senate,,,Warrick,Ohio 1,1207,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 1,1207,304,134,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 1,1207,147,70,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 1,1207,15,5,0
Write-In,Secretary of State,,,Warrick,Ohio 1,1207,0,1,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 1,1207,295,135,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 1,1207,145,67,0
John Schick,Auditor of State,,L,Warrick,Ohio 1,1207,20,6,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 1,1207,318,136,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 1,1207,141,71,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 1,1207,319,137,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 1,1207,154,73,0
Write-In,U.S. House,8,,Warrick,Ohio 1,1207,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 1,1207,295,136,0
John Hurley,State House,75,D,Warrick,Ohio 1,1207,177,73,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 1,1207,375,159,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 1,1207,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 1,1207,378,159,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 1,1207,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 1,1207,370,157,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 1,1207,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 1,1207,304,135,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 1,1207,148,72,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 1,1207,387,160,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 1,1207,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 1,1207,372,158,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 1,1207,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 1,1207,291,134,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 1,1207,162,75,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 1,1207,372,155,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 1,1207,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 1,1207,319,138,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 1,1207,139,69,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 1,1207,263,111,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 1,1207,255,113,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 1,1207,248,110,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 1,1207,114,59,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 1,1207,121,62,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 1,1207,125,58,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 1,1207,125,46,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 1,1207,152,55,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 1,1207,160,71,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 1,1207,103,41,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 1,1207,85,37,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 1,1207,92,38,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 1,1207,139,65,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 1,1207,103,43,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 1,1207,125,55,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 1,1207,173,68,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 1,1207,274,124,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 1,1207,83,39,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 1,1207,279,122,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 1,1207,78,40,0
Yes,Public Question,,,Warrick,Ohio 18,1207,282,104,0
No,Public Question,,,Warrick,Ohio 18,1207,90,37,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 18,1207,269,86,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 18,1207,147,84,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 18,1207,15,2,0
Write-In,U.S. Senate,,,Warrick,Ohio 18,1207,1,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 18,1207,289,82,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 18,1207,125,82,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 18,1207,15,4,0
Write-In,Secretary of State,,,Warrick,Ohio 18,1207,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 18,1207,288,82,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 18,1207,126,83,0
John Schick,Auditor of State,,L,Warrick,Ohio 18,1207,11,4,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 18,1207,295,86,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 18,1207,128,84,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 18,1207,292,90,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 18,1207,138,80,0
Write-In,U.S. House,8,,Warrick,Ohio 18,1207,0,2,0
Ron Bacon,State House,75,R,Warrick,Ohio 18,1207,283,91,0
John Hurley,State House,75,D,Warrick,Ohio 18,1207,144,80,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 18,1207,358,111,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 18,1207,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 18,1207,357,108,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 18,1207,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 18,1207,352,110,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 18,1207,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 18,1207,295,85,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 18,1207,127,85,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 18,1207,357,112,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 18,1207,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 18,1207,354,111,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 18,1207,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 18,1207,283,87,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 18,1207,136,82,0
Greg Richmond,County Council,3,R,Warrick,Ohio 18,1207,282,88,0
Jenni Ransom,County Council,3,D,Warrick,Ohio 18,1207,137,81,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 18,1207,298,87,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 18,1207,122,82,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 18,1207,256,78,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 18,1207,242,73,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 18,1207,243,75,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 18,1207,100,61,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 18,1207,122,65,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 18,1207,109,58,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 18,1207,122,32,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 18,1207,134,46,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 18,1207,152,56,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 18,1207,106,48,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 18,1207,86,36,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 18,1207,87,28,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 18,1207,131,42,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 18,1207,86,40,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 18,1207,137,30,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 18,1207,146,59,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 18,1207,271,93,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 18,1207,73,35,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 18,1207,273,93,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 18,1207,70,34,0
Yes,Public Question,,,Warrick,Ohio 24,670,164,73,0
No,Public Question,,,Warrick,Ohio 24,670,70,27,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 24,670,165,57,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 24,670,95,58,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 24,670,11,5,0
Write-In,U.S. Senate,,,Warrick,Ohio 24,670,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 24,670,188,59,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 24,670,72,58,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 24,670,9,3,0
Write-In,Secretary of State,,,Warrick,Ohio 24,670,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 24,670,176,60,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 24,670,80,56,0
John Schick,Auditor of State,,L,Warrick,Ohio 24,670,10,2,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 24,670,194,65,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 24,670,72,55,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 24,670,191,67,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 24,670,80,55,0
Write-In,U.S. House,8,,Warrick,Ohio 24,670,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 24,670,185,64,0
John Hurley,State House,75,D,Warrick,Ohio 24,670,85,58,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 24,670,235,89,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 24,670,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 24,670,233,86,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 24,670,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 24,670,233,87,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 24,670,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 24,670,187,62,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 24,670,81,58,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 24,670,236,89,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 24,670,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 24,670,231,86,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 24,670,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 24,670,186,65,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 24,670,80,56,0
Greg Richmond,County Council,3,R,Warrick,Ohio 24,670,187,68,0
Jenni Ransom,County Council,3,D,Warrick,Ohio 24,670,80,53,0
